Source,Target,Weight
白城,大安,56
蓝村,平度西,56
青岛,潍坊北,56
包头东,呼和浩特东,56
桑植,来凤,56
潼关,渭南,56
南阳东,郑州航空港,56
申家店,桦南,56
沈阳,新民,56
邯郸,临城,56
衡水,任丘,56
深圳北,陆丰,56
牡丹江,七台河西,56
仙桃西,武昌,56
民权北,徐州东,56
大荔,襄汾西,56
厦门北,龙岩,56
兖州,平邑,56
上海,张家港,56
托克托东,东胜东,56
珠海,广州南,56
大石桥,盘锦,56
福州,南平市,56
灌南,扬州东,56
青岛北,烟台南,56
富县东,蒲城东,56
扬州,全椒,56
青岛机场,日照西,56
龙南东,惠州北,56
海安,扬州,56
徐州东,淮安东,56
上海南,昆山,56
宜昌东,潜江,56
太谷西,临汾西,56
北海,南宁东,57
通化,三源浦,57
三明,南平市,57
长春,双阳,57
哈达铺,陇南,57
郴州西,清远,57
宾阳,藤县,57
璧山,成都东,57
西丰,开原,57
德州东,廊坊,57
霍林郭勒,西哲里木,57
东莞,广州北,57
吐列毛杜,白音胡硕,57
阿克苏,阿瓦提,57
北京,玉田南,57
驻马店西,郑州,57
富锦,红兴隆,57
蚌埠南,滕州东,57
福鼎,连江,57
大理,楚雄,57
德阳,成都西,57
赣州西,河源北,57
纳雍,织金,57
北安,通北,57
晏城,聊城,57
天津南,济南西,57
贵阳东,娄山关南,57
济南,枣庄,57
荔波,贵阳,57
雅安,成都西,57
沧州西,济南东,57
化州,文地,57
温州南,三门县,57
长沙,益阳,57
夏格庄,威海,57
宿迁,盐城,57
朗县,米林,57
泰州,淮安东,57
郁南,佛山西,57
蓝村,莱阳,57
邓州,襄阳,57
衢州,杭州南,57
德昌西,攀枝花南,57
义乌,上饶,57
灵宝,潼关,57
绍兴北,温岭,57
化念,昆明南,57
哈拉海,长春,57
图们北,延吉,57
防城港北,南宁,57
鹤壁,邯郸,57
襄阳东,巴东,57
芜湖,湖州,57
通州西,怀柔北,57
昆明,楚雄,58
江华,贺州,58
宜宾西,彭山北,58
山阴,阳曲西,58
酒泉,金塔,58
驻马店西,武汉,58
长沙南,咸宁北,58
兰州西,西宁,58
集宁南,丰镇,58
梧州,岑溪,58
义县,阜新南,58
镇雄,贵阳东,58
靖边,绥德,58
沈阳,盘锦北,58
衡阳东,韶关,58
汉口,云梦,58
邵阳,衡阳东,58
南丰,三明北,58
广南县,百色,58
从江,桂林北,58
烟台,徐家店,58
瑞昌西,武汉,58
泰山,晏城,58
洪洞西,晋中,58
贵定北,铜仁南,58
重庆北,高兴,58
临潼,蒲城东,58
柳园南,玉门,58
衡阳,祁阳,58
鲅鱼圈,沈阳,58
南通西,安亭西,58
屏山,新津,58
来宾北,平南南,58
安口窑,陇县,58
峨眉山,成都东,58
桃山,朗乡,58
衡山西,乐昌东,58
鞍山西,锦州南,58
龙洞堡,榕江,58
宿州东,南京南,59
衡阳,安仁,59
方正,佳木斯,59
宁洱,元江,59
灵丘,涞源,59
佳木斯,丰乐镇,59
怀化南,凯里南,59
呼和浩特,包头,59
永平县,大理,59
新沂,临沂东,59
吉林,九台,59
小湾东,大理,59
上海虹桥,南京南,59
五营,汤旺河,59
南岔,西林,59
陇南,广元,59
成都东,自贡,59
弥勒,广南县,59
南宁西,百色,59
阿里河,吉文,59
长春,铁岭西,59
锦州,盘锦,59
杭州东,武义北,59
哈尔滨,蔡家沟,59
西双版纳,磨憨,59
北京丰台,霸州,59
潞城,黎城,59
吉安西,南昌,59
榆社西,晋城东,59
雅安,成都南,59
富源北,安顺西,59
德州,商河,59
厦门北,潮汕,59
济南东,高密北,59
霸州,保定,59
潍坊,夏格庄,59
枝江北,天门南,59
杭州东,衢州,59
北京西,石家庄,60
济源,焦作,60
北京丰台,白沟,60
重庆西,桐梓东,60
达州,平昌,60
吉林,大石头南,60
七台河西,佳木斯,60
青岛西,莱阳,60
信阳,桐柏,60
滁州,徐州东,60
广安,达州,60
平度,济南东,60
三江南,三都县,60
黑山北,喀左,60
长春,四平,60
福利屯,佳木斯,60
郑州东,信阳东,60
坪石,韶关东,60
北戴河,唐山北,60
绩溪县,黄山,60
张家港,泰州,60
娄底南,邵阳西,60
井冈山,吉安,60
太平川,黑水,60
广州南,乐昌东,60
贵阳,贵定,60
吴忠,曲子,60
呼和浩特东,集宁南,60
大同,山阴,60
阳平关,勉县,60
毕节,宜宾西,60
廉江,陆川,60
大连,盖州西,60
南京南,杭州东,60
玉田县,滦县,60
襄阳东,平顶山西,60
三门峡,义马,60
兴国西,丰城东,60
合肥,庐江,60
复盛,万州北,61
华山北,巩义南,61
南岔,香兰,61
枣庄,定远,61
南宁东,柳州,61
清水,嘉峪关,61
新晃西,贵定北,61
汉中,西安西,61
广州,东莞南,61
浠水,麻城,61
安阳,邢台,61
桂林北,东安东,61
城阳,烟台,61
淮南,合肥,61
墨江,玉溪,61
承德南,北票,61
青岛西,临沂北,61
杭州东,永康南,61
惠阳,潮阳,61
巨野北,济南西,61
谷城,十堰,61
安化,溆浦,61
杨林,昆明,61
潢川,阜阳,61
牡丹江,绥芬河,61
固始,六安,61
洞口,杨桥,61
松滋,石门县北,61
宁波,上虞,61
武汉,金寨,61
渑池南,西安北,61
仙游,尤溪,61
太原,汾阳,61
海城,熊岳城,61
赤壁,岳阳,61
长春西,哈尔滨,61
广元,德阳,62
哈尔滨,方正,62
重庆北,涪陵,62
西乡,汉阴,62
平顶山,漯河,62
郑州东,三门峡南,62
贵阳北,三穗,62
天津,青县,62
云梦,武昌,62
平昌,土溪,62
沈阳北,鲅鱼圈,62
亚布力西,哈尔滨,62
镇雄,贵阳北,62
铜仁,凯里南,62
桐梓东,贵阳北,62
潍坊,胶州,62
潍坊,青岛西,62
郑州东,砀山南,62
武昌,潜江,62
沙坪坝,成都东,62
靖边,子洲,62
广州南,南江口,62
柳州,宜州,62
西安北,城固北,62
庐江西,庐山,62
威舍,罗平,62
武义北,温州南,62
涉县,黎城,62
大明湖,禹城,62
太原南,长治东,62
祥云,禄丰南,62
广宁,广州南,62
英德西,耒阳西,62
苍溪,南充北,62
怀柔,北京,62
大港南,涟水,62
莎车,英吉沙,62
曲靖北,关岭,62
宝坻北,天津,62
温岭,宁波,62
辽阳,金普,62
清河,雁栖湖,62
平阳,宁德,62
白奎堡,哈尔滨东,63
朗乡,铁力,63
石家庄,新乡东,63
遂宁,南部,63
上海虹桥,南通西,63
桂林,柳州,63
南京南,上海,63
湛江西,廉江,63
蕲春,九江,63
大方南,织金,63
昆明南,普者黑,63
昆明,曲靖,63
明光,南京,63
月山,晋城,63
宁东,银川,63
玉屏,镇远,63
广宁,钟山西,63
大理,云县,63
渭源,兰州,63
福安,温州南,63
周宁,政和,63
锦州,大虎山,63
深圳,广州东,63
简阳南,重庆西,63
九江,南昌西,63
唐山,北京,63
沈阳北,开原,63
宾州,依兰,63
凯北,虎林,63
侯马西,渭南北,63
合肥南,绩溪北,63
密山,鸡东,63
正定机场,北京西,63
佛山西,怀集,63
新乡东,高邑西,63
伊通,辽源,63
信丰,定南,63
合浦,南宁,63
光山,麻城,63
鄂尔多斯,达拉特西,63
贵阳东,榕江,64
包头,乌拉特前旗,64
正镶白旗,桑根达来,64
拉萨,山南,64
峨眉,成都南,64
蔡家坡,咸阳,64
广州北,英德,64
长春西,沈阳北,64
赣州西,河源东,64
越西,沙湾南,64
洛阳龙门,渭南北,64
怀化南,韶山南,64
阳谷,菏泽,64
宜昌东,枝城,64
海拉尔,牙克石,64
枣阳,汉口,64
北海,南宁,64
兴山,万州北,64
马鞍山,南京,64
白山市,通化,64
威信,贵阳东,64
白河县,十堰,64
赤峰南,四道湾,64
郑州东,邢台东,64
佛山西,梧州南,64
昌黎,唐山,64
巴林,博克图,64
九江,宿松,64
临沂北,济南西,64
龙江,齐齐哈尔,64
北京丰台,天津西,64
大理,鹤庆,64
太原南,洪洞西,64
淮安东,丹阳,64
北京丰台,石家庄,64
景德镇北,九江,64
西安北,运城北,64
盐城,扬州东,64
神农架,云阳,64
桃源,汉寿南,64
包头,东胜西,64
大板,林东,65
桂林北,钟山西,65
临泽南,嘉峪关南,65
遂宁,重庆北,65
长沙南,郴州西,65
甘旗卡,沈阳,65
临河,乌拉特前旗,65
汨罗东,武汉,65
石家庄北,临城,65
厦门,莆田,65
商丘,菏泽,65
新华屯,大庆西,65
北京丰台,保定,65
扎兰屯,龙江,65
西宁,山丹马场,65
兰州西,秦安,65
泰来,白城,65
鹰潭北,金华,65
铜仁,怀化,65
瑞安,宁德,65
西安北,庆阳,65
宜昌东,仙桃西,65
天津,沧州,65
塔河,新林,65
荔波,贵阳北,65
哈尔滨西,扶余,65
广州北,郴州西,65
上饶,南昌,65
平南南,南宁东,65
潍坊,莱西,65
甘洛南,乐山北,65
烟台南,潍坊北,65
镇江,淮安东,65
小市,本溪,66
庐山,武汉,66
徐州东,南京南,66
秦岭,凤县,66
哈尔滨东,兴隆镇,66
阳高,柴沟堡,66
江都,南京,66
庆阳,惠安堡,66
酒泉南,张掖西,66
阜阳西,合肥南,66
济南,昌乐,66
灵宝,孟塬,66
嘉峪关,玉门,66
喜德西,峨边南,66
东至,池州,66
淄博北,青岛北,66
东至,彭泽,66
钟山西,桂林西,66
黔江,武隆,66
营口东,大连,66
乌鲁木齐,石河子,66
宣城,长兴南,66
咸阳,阎良,66
溆浦南,长沙南,66
四合永,隆化,66
义乌,青田,66
西昌西,甘洛南,66
菏泽,济宁,66
宿州东,泰安,66
都匀东,三江南,66
锦州北,宁城,66
恭城,怀集,66
麻城,潢川,66
金塔,河东里,66
阿木尔,盘古,66
麻城北,合肥南,66
桦南,佳木斯,66
孟塬,临潼,66
青岛北,日照西,67
烟台,青岛北,67
贵阳北,盘州,67
湘潭,娄底,67
重庆西,娄山关南,67
三明北,莆田,67
石柱县,恩施,67
小市,八里甸子,67
徐州,夏邑县,67
岷县,陇南,67
衡山西,韶关,67
侯马,运城,67
宜昌东,高坪,67
环县,河东机场,67
向塘,新干,67
哈尔滨,双龙湖,67
潮汕,惠阳,67
太姥山,福州南,67
贵阳东,铜仁南,67
盘州,昆明南,67
菏泽,聊城,67
盐城,睢宁,67
宜春,醴陵,67
眉山,成都西,67
大理,广通北,67
佛山,肇庆,67
西安,蔡家坡,67
连云港,盐城,67
达州,开江,67
宝鸡,咸阳西,67
武夷山北,福州,67
富顺,成都南,67
泰山,禹城,67
汉口,金寨,67
秦皇岛,锦州南,67
兴国,吉安,67
沙城,张家口,67
锦州北,鲅鱼圈,67
绥化,呼兰,67
济南东,潍坊,67
赛乌苏,赛汗塔拉,68
郑州东,南阳东,68
黄梅,天柱山,68
北票,沈阳北,68
曲阜东,蚌埠南,68
董家口,莱西,68
长春,哈尔滨西,68
三明北,南城,68
苇河,横道河子,68
贺州,肇庆东,68
永城北,郑州东,68
三明北,福州,68
徐州,商丘,68
北京丰台,任丘,68
中卫,干塘,68
哈密,吐哈,68
奎屯,克拉玛依,68
同江,富锦,68
通辽,开鲁,68
西安,华州,68
珞璜南,遵义,68
鞍山西,大连北,68
隆回,娄底南,68
南江口,贵港,68
老城镇,棋子湾,68
沈阳北,凌海南,68
桂林北,柳州,68
德清西,广德,69
信阳,潢川,69
青岛,潍坊,69
商城,六安,69
通远堡,本溪,69
南昌,东乡,69
石柱县,重庆北,69
武穴,黄州,69
遂宁,阆中,69
高密北,日照西,69
广元,广汉北,69
洛阳,济源,69
泰来,三间房,69
兰州西,永登,69
渭南北,襄汾西,69
金昌,山丹,69
长治南,太原南,69
烟台南,高密,69
镇江,苏州,69
济南西,天津西,69
泡子,甘旗卡,69
哈尔滨,扶余,69
屏山,成都南,69
许昌,驻马店,69
太原南,临汾西,69
沈阳,长春西,69
北滩,河东机场,69
莱阳,潍坊,70
饶阳,霸州,70
新友谊,宝清,70
临澧,慈利,70
吴忠,庆城,70
西安北,汉中,70
集宁南,商都,70
上海南,海宁,70
瑞昌,黄石,70
涪陵北,利川,70
惠州,深圳东,70
山海关,兴城,70
安陆,武昌,70
徽县,略阳,70
应县,原平,70
宝龙山,通榆,70
惠农,银川,70
日照西,临沂,70
孟塬,永济,70
靖远,白银市,70
大理,保山,70
肇庆东,平南南,70
德州,济南,70
太谷西,侯马西,70
嘉峪关南,张掖西,70
徐州东,济南,70
武昌,应城,70
滁州北,蚌埠,70
辽宁朝阳,沈阳北,70
惠州北,信丰西,70
宁德,温州南,70
南充北,合川,70
榕江,桂林西,70
太原,平遥,70
涪陵,彭水,70
葵潭,深圳北,71
四道湾,奈曼,71
大通西,民乐,71
广州,东莞东,71
石家庄,保定,71
重庆北,万州北,71
吉安,樟树东,71
太原,忻州,71
娄底,新化,71
中卫,同心,71
精河南,乌苏,71
潍坊北,牟平,71
天水,武山,71
苏州,南京南,71
白音华南,西乌旗,71
井冈山,茶陵南,71
四平,白泉,71
太平川,洮南,71
曲靖,富源,71
攸县南,衡阳,71
永定,龙岩,71
重庆西,南充北,71
诏安,厦门,71
桂林北,贺州,71
莎车,皮山,71
长春,陶赖昭,71
海石湾,西宁,71
枝城,当阳,71
嫩江,大杨树,71
济源,关林,71
扬州,滁州北,71
沈阳北,长春,71
荆州,汉口,72
贵阳北,六盘水,72
郑州,漯河,72
富裕,讷河,72
汉口,襄阳东,72
郴州,乐昌,72
曲靖北,安顺西,72
深圳北,普宁,72
化德,正镶白旗,72
日照西,即墨北,72
青州市北,青岛,72
万州北,神农架,72
锦州北,承德南,72
灵丘,五台山,72
宜宾西,大方,72
涟源,安化,72
北京,玉田县,72
长春,松原,72
郑州,偃师,72
松滋,当阳,72
沟帮子,新立屯,72
淄博,高密,72
怀宁,宿松,72
河东机场,曲子,72
青岛西,淄博北,72
乾安,太平川,72
遵义南,贵阳,72
贵阳北,铜仁南,72
绥德,延安,72
杭州东,芜湖,72
成都东,峨眉,72
万州,利川,72
大连,瓦房店,72
武昌,黄石,73
北京西,保定,73
哈尔滨,横道河子东,73
越西,峨眉,73
三门峡西,渑池,73
贵阳,安顺,73
北京南,德州东,73
带岭,铁力,73
徐州,灵璧,73
苏州,上海南,73
介休,霍州,73
瓦房店西,沈阳,73
贵阳,都匀,73
新余,萍乡,73
普洱,元江,73
唐河,镇平,73
达州,南充,73
介休,榆次,73
耒阳西,清远,73
原平,宁武,73
济南,潍坊,73
天水南,兰州西,73
沁县,襄垣,73
石家庄北,保定,73
阿城,尚志,73
吐哈,吐鲁番北,73
武汉,六安,73
成都东,潼南,73
密云北,兴隆县,73
永州,道州,73
武昌,花园,73
辽宁朝阳,沈阳,73
皮山,泽普,73
旬阳,白河县,73
胶州北,烟台,73
隆化,滦平,73
三亚,美兰,73
沧州西,曲阜东,73
凯里,镇远,74
商洛北,渭南西,74
海石湾,兰州西,74
潮汕,深圳坪山,74
昌图,沈阳北,74
闻喜西,西安北,74
六盘水,六枝,74
包头,鄂尔多斯,74
秦皇岛,唐山北,74
天祝,河口南,74
大连,海城西,74
宜昌东,天门南,74
安图西,吉林,74
大连北,盘锦,74
合肥南,黄山北,74
哈尔滨,长春,74
大同南,原平西,74
缙云西,杭州东,74
杭州西,芜湖,74
开原,沈阳,74
锦州南,鲅鱼圈,74
龙岩,厦门,74
百色,南宁,74
德州东,潍坊北,74
乌海西,巴彦高勒,74
辛集,肃宁,74
西哲里木,白音胡硕,74
武威,谭家井,74
嘉峪关,高台,74
鸡西,林口,74
天津南,济南东,74
中卫,青铜峡,74
沂水,临沂,75
咸阳,宝鸡,75
西安北,洛阳龙门,75
尼勒克,伊宁,75
四平,双辽,75
东莞东,广州北,75
德惠,双城堡,75
重庆北,广安,75
石家庄,郑州东,75
加格达奇,大杨树,75
宝坻,山海关,75
贵阳东,桐梓北,75
三明北,仙游,75
林口,柴河,75
霍尔果斯,伊宁,75
济南东,胶州北,75
锦州南,沈阳北,75
重庆北,成都东,75
柳州,罗城,75
查布嘎,开鲁,75
龙岩,于都,75
龙洞堡,从江,75
免渡河,博克图,75
大英东,重庆北,75
哈尔滨,兴隆镇,75
天津,北京丰台,75
嘉兴,昆山,75
榕江,桂林北,75
婺源,衢州,75
桂林西,贺州,75
北京,天津西,75
汝州,洛阳,75
北京,唐山北,75
定南,龙川,75
灵武北,庆城,75
徐州东,开封北,75
鄯善北,哈密,75
苏州,松江,75
安庆,黄冈西,75
昆明南,珠琳,75
郁南,广州南,75
福鼎,福州南,75
瓦房店,盖州,75
鲁山,南阳,75
张家界,慈利,75
杭州东,丽水,75
永州,桂林北,75
五叉沟,阿尔山,76
林芝,朗县,76
山海关,盘锦北,76
杭州,长兴南,76
兰州,定西,76
酒泉,高台,76
祥云,鹤庆,76
海北,北安,76
常州,淮安东,76
北京,蓟州北,76
石家庄,邯郸,76
潮汕,厦门,76
威海,青岛北,76
齐齐哈尔,大庆,76
临湘,咸宁,76
渭南西,商洛,76
卢龙,唐山,76
红安西,合肥南,76
沈阳,长春,76
南岔,汤原,76
上海虹桥,南通,76
广州南,郴州西,77
新沂,徐州,77
成都南,宜宾西,77
秀山,黔江,77
重庆西,遵义,77
万源,安康,77
赣州西,丰城东,77
广州,深圳,77
太原南,吕梁,77
信阳东,郑州,77
广州南,怀集,77
潍坊,蓝村,77
草海,六盘水,77
绥化,铁力,77
芜湖,无为南,77
郑州东,高邑西,77
墨玉,皮山,77
海拉尔,嵯岗,77
重庆西,成都东,77
武汉,九江,77
潍坊,海阳北,77
梅河口,清原,77
聊城,衡水,77
青岛机场,济南东,77
深圳,惠州,77
太和北,周口,77
神木,榆林,77
虞城县,徐州,77
武昌,赤壁,77
长沙,岳阳,78
长寿北,利川,78
汉中,阳平关,78
承德南,阜新,78
泰州,南京,78
兰州,永登,78
武汉,长沙南,78
长沙南,南昌西,78
昆明南,普安县,78
赣州西,惠州北,78
青岛,淄博北,78
武汉,许昌东,78
蕲春,麻城,78
玉林,河唇,78
锦州南,沈阳,78
博克图,哈拉苏,78
三门峡,新安县,78
米林,加查,78
滕州,徐州,78
宣威,六盘水,78
漯河西,武汉,78
福州,福鼎,78
三门峡西,潼关,78
南宁东,藤县,78
南京南,宝应,78
辽阳,大石桥,78
德安,武汉,78
弥勒,富宁,78
蓬溪,成都东,78
宜昌东,荆门,78
三门峡西,义马,78
漯河,信阳,78
古浪,永登,78
济南西,宿州东,79
扬州,肥东,79
襄阳,荆门,79
安多,那曲,79
牟平,青州市北,79
徐州,蚌埠,79
黎塘,南宁东,79
汉口,六安,79
哈尔滨西,横道河子东,79
永州,衡阳,79
邵东,怀化南,79
黔西,宜宾西,79
怀化,洞口,79
海安,上海虹桥,79
静海,廊坊北,79
天祝,武威南,79
西昌西,攀枝花南,79
精河南,奎屯,79
铜仁,秀山,79
济南西,廊坊,79
文水,柳林南,79
银川,环县,79
洞口,娄底南,79
郑州,民权,79
大冶北,南昌西,79
北票,沈阳,79
株洲,宜春,79
山海关,滦县,79
南昌,瑞昌,79
佳木斯,胜利镇,79
梧州南,来宾北,79
低窝铺,嘉峪关,80
赣州,龙南,80
兰州,海石湾,80
衡水,霸州,80
汉阴,城固,80
襄阳,随州,80
株洲,衡阳,80
扬州东,连云港,80
怀化南,长沙南,80
吉林,永庆,80
淮南,阜阳,80
重庆北,南充北,80
雅鲁,扎兰屯,80
白河东,安康,80
张家口,呼和浩特东,80
河唇,茂名西,80
太湖南,武汉,80
大石桥,瓦房店,80
沟帮子,西柳,80
华山,灵宝,80
贺州,梧州,80
横道河子,牡丹江,80
南昌西,衢州,80
铜仁,怀化南,80
大连,鞍山西,81
白洋淀,北京丰台,81
沈丘,阜阳,81
太原南,石家庄,81
呼和浩特,集宁南,81
涡阳,宿州,81
海林北,哈尔滨,81
定陶,商丘,81
曲靖北,平坝南,81
恭城,广宁,81
鸡西,密山,81
绍兴,宁波,81
通辽,太平川,81
邹城,徐州,81
引镇,蒲城东,81
白城,松原,81
营山,平昌,81
广元,南充北,81
山市,亚布力,81
白涧,涞源,81
西昌西,金口河南,81
胶州北,威海,81
合肥南,扬州,81
沈阳,昌图,82
常山,婺源,82
梧州南,广州南,82
郑州东,阜阳西,82
桃村北,潍坊,82
三水南,贺州,82
商丘南,阜阳,82
阳江,广州南,82
鹤壁,郑州,82
高平东,太原南,82
鄂尔多斯,榆林,82
西安北,天水南,82
内乡,商南,82
双辽,通辽,82
永州,邵阳,82
乐清,宁波,82
北京南,济南西,82
盐城,淮安,82
柳园,玉门,82
成都东,宜宾西,82
蒲城东,延安,82
岳阳,咸宁,82
莱西,青州市,82
长沙南,乐昌东,82
徐州东,合肥南,82
北安,依安,82
百色,普者黑,82
侯马西,西安北,82
东方,老城镇,82
孝感北,郑州东,82
盘锦,鞍山,82
鞍山西,葫芦岛北,82
临河,乌海,82
赤峰,承德南,82
霸州,天津,82
索伦,五叉沟,82
襄州,随州,83
吴忠,庆阳,83
哈尔滨,陶赖昭,83
呼和浩特,张家口,83
醴陵,攸县,83
荆州,武昌,83
广元,成都东,83
贵阳北,兴文,83
黄水,重庆北,83
洛阳,郑州,83
西宁,民乐,83
富源北,贵阳北,83
瓜州,疏勒河,83
石家庄,天津西,83
孝感,信阳,83
昆明,元谋西,83
公主岭,昌图,83
漳县,兰州,83
浠水,九江,83
太原南,侯马西,83
阜新南,彰武,83
霸州,北京西,84
宝鸡,西安,84
经棚,林西,84
蚌埠南,济南西,84
来宾,贵港,84
扬州,明光,84
新乡,邯郸,84
丰城,鹰潭,84
郑州东,华山北,84
蚌埠南,泰安,84
马兰,库尔勒,84
大虎山,彰武,84
青岛北,济南东,84
石家庄北,衡水,84
宝丰,关林,84
烟台南,淄博北,84
丰都,恩施,85
胶州北,淄博,85
三明北,抚州,85
东来,奈曼,85
重庆西,遵义南,85
南昌,鹰潭,85
上饶,杭州东,85
宜昌东,建始,85
成都东,泸州,85
张家界西,来凤,85
固原,平凉,85
白银西,景泰,85
石梯,巴中,85
日照西,莱西,85
讷河,嫩江,85
玉林,廉江,85
菏泽,亳州,85
济南东,夏格庄,85
郑州航空港,襄阳东,85
乌兰浩特,索伦,85
鞍山,熊岳城,85
南宁东,梧州南,85
四平,辽源,85
沈阳,大虎山,86
重庆西,广安,86
三门峡西,孟塬,86
济南,聊城,86
深圳北,潮汕,86
柳园南,哈密,86
黄州,九江,86
徐州,兖州,86
兴隆县,怀柔,86
隆化,承德,86
淮安东,无锡,86
太原南,晋城东,86
合肥,芜湖,86
赣县北,龙岩,86
茶陵南,衡阳,86
桐城,合肥,86
扎音河,北安,87
草海,昭通,87
怀化,溆浦,87
费县,兖州,87
曲子,银川,87
南宁,黎塘,87
毕节,犍为,87
贵阳,遵义,87
鲅鱼圈,辽宁朝阳,87
清原,抚顺北,87
哈尔滨西,海林北,87
曲靖北,贵安,87
峨山,宁洱,87
厦门北,福州,87
贵阳北,从江,87
图里河,库都尔,87
赤峰南,敖汉,88
郑州东,徐州东,88
阳春,茂名,88
哈尔滨,牡丹江,88
贵定,凯里,88
峨边南,成都南,88
下台子,承德,88
广元,阳平关,88
梅河口,辽源,88
哈尔滨,依兰,88
镇安,安康,88
扬州,合肥,88
天水,陇西,88
张掖,清水,88
西安,合阳北,88
固原,同心,88
襄汾西,西安北,88
沈阳,新立屯,88
南昌,新干,88
长白山,吉林,88
饮马峡,德令哈,88
山海关,葫芦岛,88
江门,茂名,89
哈尔滨东,绥化,89
南阳,宝丰,89
连云港,海安,89
吉林,延吉西,89
吉林,烟筒山,89
泰来,齐齐哈尔,89
德州,大明湖,89
五棵树,长春,89
怀化,会同,89
嘉善,昆山,89
洛阳,三门峡,89
赶水东,贵阳东,89
沈阳北,葫芦岛北,89
九江,婺源,89
丹凤,西峡,89
平果,德保,89
引镇,小河镇,89
格尔木,饮马峡,89
芜湖,广德,89
重庆北,渠县,90
三都县,桂林西,90
承德,鹰手营子,90
辽阳,大连,90
北京丰台,唐山北,90
商丘,阜阳,90
嘉兴,苏州,90
宝鸡,天水,90
石林西,富宁,90
北京,北戴河,90
广州东,惠州,90
庐江,天柱山,90
新林,小扬气,90
汉口,枝江北,90
嘉善,苏州,90
青岛,青州市,90
佛山西,贺州,90
柳州,融水,90
蚌埠,淮南,90
武昌,麻城,90
呼和浩特,东胜东,91
新肇,大庆西,91
青岛北,赣榆,91
贵阳东,怀化南,91
深圳东,广州北,91
西安,洛川东,91
韶关东,源潭,91
达州,万源,91
葫芦岛北,沈阳,91
泰山,滕州,91
兖州,菏泽,91
唐河,内乡,91
蚌埠,淮北,91
南岔,桃山,91
虎林,密山,91
怀柔,北京丰台,91
广州,英德,91
丽江,祥云,91
兰州西,中卫南,91
广州,肇庆,91
北安,海伦,91
徐水,霸州,91
哈尔滨,大庆,91
织金,安顺,91
四平,沈阳北,92
益阳,临澧,92
邢台,石家庄北,92
华山,西安,92
大同,集宁南,92
兰州,白银西,92
扶余,长春,92
聊城,广平,92
皮山,和田,92
东莞南,赣州西,92
佳木斯,宾州,92
济南,兖州,92
常州,上海,92
舒兰,吉林,92
霸州西,天津,92
南京,蚌埠,93
武汉,郑州东,93
包头,呼和浩特东,93
吕梁,太原,93
郑州,西平,93
十堰,旬阳,93
成都东,合川,93
金华,杭州,93
柳园,疏勒河,93
泰和,赣州,93
潍坊,烟台南,93
美溪,南岔,93
沈阳北,大连北,93
松江河,长白山,93
兰州,西宁,93
温州南,宁波,93
包头,察素齐,93
樟树,东乡,93
眉山东,威信,93
徐州东,常州北,93
通辽,扎鲁特,93
晋城,长治,93
新化,溆浦,94
桐柏,南阳,94
昆明,祥云,94
杭州东,上海南,94
