Source,Target,Weight
新立屯,沈阳北,94
峨边南,成都东,94
怀化,吉首,94
普宁,厦门北,94
肇庆东,贵港,94
商洛北,西安,94
沈阳,大连北,94
武汉,合肥南,94
厦门北,陆丰,94
黄口,宿州,94
黎塘,柳州,94
绥化,扎音河,94
深圳东,广州,94
怀化南,贵阳北,95
蔡家坡,陇县,95
龙南,龙川,95
略阳,阳平关,95
赣州西,南昌西,95
大明湖,聊城,95
梁平,万州,95
郑州,商丘,95
齐齐哈尔,安达,95
大虎山,沈阳北,95
东方,海口,95
广州南,耒阳西,95
抚宁,唐山,95
石家庄北,深州,96
汉寿南,石门县北,96
库尔勒,轮台,96
峨眉,冕宁,96
郑州,关林,96
郑州,驻马店,96
张掖,金昌,96
酒泉,张掖,96
郑州东,襄阳东,96
绥中北,盘锦北,96
绥化,哈尔滨,96
九江,东至,96
吐鲁番,乌鲁木齐,96
宝丰,漯河,96
青岛,济南东,96
朗乡,庆安,96
曲靖北,贵阳北,97
宁洱,玉溪,97
山海关,台安,97
毕节,乐山,97
绵阳,成都西,97
成都东,南充,97
荆门,松滋,97
双城堡,长春,97
南京,苏州,97
安阳,郑州,97
蒲城东,甘泉北,97
北京,天津,97
伊春,五营,97
阿克苏,新和,97
鹰潭,樟树,97
三都县,桂林北,97
北京丰台,饶阳,97
东莞东,河源,97
旬阳北,引镇,97
襄阳,十堰,97
定南,赣州,97
牙克石,博克图,97
惠州,龙川,98
株洲,娄底,98
衡阳,郴州,98
涪陵北,恩施,98
灵武,定边,98
岷县,兰州,98
嘉峪关南,柳园南,98
南岔,铁力,98
桂林西,都匀东,98
沙城,三家店,98
贵阳北,铜仁,98
吐鲁番北,哈密,98
哈尔滨,宏克力,98
华山,三门峡西,98
牡丹江,林口,98
前进镇,富锦,98
盘锦,辽阳,98
韶关东,大余,98
泰山,德州,98
金华,绍兴,98
钟山西,三水南,98
瓜州,嘉峪关南,98
邵阳,怀化南,99
北京朝阳,辽宁朝阳,99
潼关,三门峡,99
衡水,石家庄,99
韶关东,郴州,99
合肥南,周口东,99
迁安,山海关,99
哈尔滨,德惠,99
肃宁,北京丰台,99
重庆西,息烽,99
南充北,成都东,99
汉口,郑州东,99
潍坊北,沧州西,99
宝丰,洛阳,99
北京南,济南东,99
锡林浩特,阿巴嘎旗,99
天津北,蓟州北,100
恭城,肇庆东,100
海拉尔,扎赉诺尔西,100
唐山北,山海关,100
汉口,合肥南,100
济南东,烟台南,100
富蕴,阿勒泰,100
綦江东,贵阳东,100
阿巴嘎旗,苏尼特左旗,100
西安,商洛,100
博克图,扎兰屯,100
成都南,金口河南,100
运城北,太原南,100
西安,镇安,100
贵阳,福泉,100
锦州北,大连北,101
沈阳,四平,101
南阳,襄阳,101
庆城,银川,101
恩施,宜昌东,101
阿图什,巴楚,101
赣州西,南昌,101
金华,南昌西,101
北京丰台,密云北,101
鹰手营子,密云北,101
龙岩,赣州,101
万州,恩施,101
合肥,蚌埠,102
石家庄北,太原,102
保康,八面城,102
南京,芜湖,102
西安,潼关,102
吉林,明城,102
贵阳东,宜宾西,102
深圳,广州北,102
关林,鲁山,102
西宁,张掖西,102
淮北,阜阳,102
桂林北,都匀东,102
海林,亚布力,102
桑根达来,经棚,103
郑州,武汉,103
徐州,沭阳,103
桃源,益阳,103
玉屏,怀化,103
宜昌东,汉口,103
华州,灵宝,103
沈阳,泡子,103
武隆,重庆北,103
武昌,阳新,103
光山,阜阳,103
遂宁,重庆西,103
汝州,偃师,103
长春,昌图,104
陇南,渭源,104
哈尔滨西,德惠,104
哈尔滨东,五常,104
武汉,南昌西,104
隆回,怀化,104
旬阳,西安,104
衡阳,邵阳,104
凤凰城,本溪,104
烟台,潍坊,104
红果,威舍,104
邯郸,涉县,104
连云港,青岛北,104
宋,齐齐哈尔,104
盘古,塔河,105
重庆北,利川,105
大同南,北京北,105
钟山西,佛山西,105
贵阳北,宜宾西,105
成都西,大英东,105
盐城,上海虹桥,105
安顺西,昆明南,105
万州北,襄阳东,105
新余,醴陵,105
桂林北,怀集,105
兰州,乐都,105
广州南,衡阳东,105
驻马店,广水,105
陇县,平凉,106
郑州东,西安北,106
巩义,汝州,106
淄博,青岛,106
新友谊,佳木斯,106
信阳,唐河,106
三门峡,孟塬,106
临潼,韦庄,106
肇庆,阳春,106
通榆,双辽,106
德清西,宣城,106
长沙南,英德西,106
白沟,天津,106
吉安,赣州,107
锡林浩特,桑根达来,107
兰考,砀山,107
沙湾南,西昌西,107
遂宁,成都西,108
南岔,伊春,108
盘锦,熊岳城,108
娄山关南,贵阳,108
重庆西,修文县,108
广州南,贺州,108
郑州,西安北,108
纪家沟,赤峰南,108
林口,勃利,108
绥化,神树,108
白山市,氡泉,108
喀什,莎车,108
兰州,哈达铺,108
大同,柴沟堡,108
任丘,辛集,108
玉林,梧州,108
武昌,广水,109
玉溪,普洱,109
沈阳北,平泉北,109
灵宝,渭南,109
连云港,即墨北,109
庆阳,银川,109
太原,大同南,109
加查,林芝,109
安阳,石家庄,109
朱日和,白音察干,109
金华南,杭州,109
泰州,上海,109
齐齐哈尔,讷河,109
白洋淀,天津,110
洪洞,介休,110
疏勒河,嘉峪关,110
吉首,张家界,110
安康,西安,110
固始,信阳,110
柳林南,榆林,110
赣州西,深圳,110
遂宁,达州,110
长春,大安,110
黄山北,延平西,110
彭山,越西,110
合肥,固始,111
毕节,眉山东,111
杭州东,南平市,111
成都西,峨眉,111
奈曼,通辽,111
民权,徐州,111
临沂,兖州,111
杭州南,长兴南,111
广元,西安北,111
绩溪县,宁国,112
长沙,衡阳,112
诸城,临沂东,112
乌鲁木齐,奎屯,112
承德,兴隆县,112
太原南,石家庄北,112
榆林,延安,112
阜阳,周口,113
佳木斯,南岔,113
大庆,哈尔滨东,113
沈阳北,沟帮子,113
冠豸山南,赣州,113
东至,铜陵,113
嘉峪关,张掖,113
大同,原平,113
张家界,石门县北,114
海晏,乌兰,114
烟台南,日照西,114
重庆西,渠县,114
娄底,安化,114
巴楚,阿克苏,114
霍州东,西安北,114
谷城,白河东,114
彭泽,池州,114
成都东,蓬安,115
天津,任丘,115
麻城,九江,115
长治北,沁县,115
任丘,北京西,115
广州南,钟山西,115
扶余北,沈阳北,115
武昌,随州,115
克山,富裕,115
哈尔滨,尚志,116
孙吴,黑河,116
华山,三门峡,116
吉安,向塘,116
广州南,茂名,116
阳朔,肇庆东,116
丽江,南华,116
韶关东,广州北,116
哈尔滨西,沈阳北,116
潍坊,大明湖,116
枣庄东,临沂,116
伊宁,精河南,116
哈尔滨西,大庆西,116
上海南,杭州南,117
武昌,岳阳,117
济南西,南京南,117
吉安,南昌西,117
峨眉,西昌西,117
梅州,永定,117
无锡,嘉兴,117
承德南,沈阳,117
盐城,泰州,117
北京丰台,沙城,118
玉山,金华,118
麻城,阜阳,118
勃利,佳木斯,118
佳木斯,哈尔滨,118
中卫,景泰,118
贵阳北,重庆西,118
合肥,汉口,118
吐鲁番,马兰,118
阳新,南昌,118
山海关,锦州,118
白城,保康,119
信阳,许昌,119
汝州,南阳,119
绥德,文水,119
温州,丽水,119
酒泉,玉门,119
洛阳,三门峡西,119
合肥,怀宁,119
白涧,北京丰台,119
宜春,南昌,119
安康,白河县,119
清远,长沙南,120
库车,阿克苏,120
大庆西,哈尔滨东,120
楚雄,鹤庆,120
龙川,梅州,120
二连,苏尼特左旗,120
贵阳东,重庆西,120
泰安,南京南,120
娄底,长沙,120
南阳,平顶山,121
铁岭,长春,121
武威,永登,122
湖口,东至,122
信阳,汉口,122
安陆,襄阳,122
临河,包头,122
化德,集宁南,122
南宁东,来宾,122
承德南,沈阳北,122
东乡,新余,122
河口南,西宁,123
洛阳,新乡,123
景德镇北,衢州,123
阜阳,新县,123
湖口,婺源,123
武威,天祝,123
永济,渭南,123
龙镇,孙吴,123
龙洞堡,桂林西,123
十堰,安康,123
长兴南,芜湖,123
南宁,柳州,124
酒泉,疏勒河,124
正镶白旗,商都,124
凌海南,山海关,124
金城江,柳州,124
北京,沧州,124
昆明,石林,124
中卫,定边,125
德州,石家庄北,125
延安,西安,125
烟台,青州市,125
格尔木,德令哈,125
定边,银川,125
商洛,西峡,125
徐水,天津,125
峡江,东乡,125
赣州,韶关东,125
扎兰屯,齐齐哈尔,125
蓬溪,成都西,126
小河镇,西安,126
六盘水,安顺,126
恭城,佛山西,126
德州,天津,126
喀什,巴楚,127
北京丰台,衡水,127
大理,昆明,127
兰州,陇西,127
沧州,北京南,127
井冈山,衡阳,127
郑州,邯郸,127
介休,临汾,127
保定,天津,127
惠农,临河,127
西峡,唐河,127
南昌,吉安,128
吉林,磐石,128
沭阳,盐城,128
楚雄,丽江,128
贵阳北,昆明南,128
昆明南,宁洱,129
乌兰浩特,二龙屯,129
贵港,广州南,129
沈阳,山海关,130
尚志,山市,130
连云港,徐州,130
玉林,湛江,130
梅河口,通化,130
济南西,合肥南,130
黔江,涪陵,130
贵阳东,桂林西,130
乌苏,博乐,130
郑州东,北京西,131
镇赉,齐齐哈尔,131
怀柔北,滦平,131
南宁,来宾,131
沈阳,西丰,131
达州,重庆北,131
开原,长春,131
北京北,呼和浩特东,132
铁岭,公主岭,132
威海,济南东,132
阜阳,菏泽,133
万州北,南阳东,133
广安南,成都东,133
重庆北,恩施,133
南昌西,杭州东,133
当阳,襄阳,133
榆林,东胜西,133
海城,瓦房店,133
怀宁,九江,133
武昌,信阳,134
武夷山,上饶,134
奎屯,博乐,134
龙川,信丰,134
玉屏,凯里,134
瓦房店,鞍山,134
原林,图里河,135
大石桥,金州,135
平安驿,兰州,135
银川,中卫,135
郑州,太原南,135
沙城,北京,135
英德,广州东,135
张家界西,益阳,135
渭南,镇安,135
白云鄂博,昆都仑召,136
沈阳北,绥中北,136
贵阳北,桂林西,136
化州,玉林,136
南昌,武穴,136
吐鲁番北,马兰,136
泰山,徐州,136
阿克陶,莎车,136
庆安,南岔,136
高密,桃村,136
呼和浩特,北京北,136
哈尔滨东,杜尔伯特,136
涪陵,重庆西,136
图木舒克,阿克苏,137
广州南,长沙南,137
海拉尔,满洲里,137
安康,汉中,137
池州,湖口,137
精河南,尼勒克,137
卫辉,洛阳,137
合肥,宣城,137
榆次,榆社,138
进贤,吉安,138
洛阳,灵宝,138
池州,九江,138
陇县,杨陵,138
中卫,谭家井,138
蚌埠,涡阳,138
慈利,益阳,138
桐梓北,贵阳,138
大同,张家口,138
新林,加格达奇,138
桂林北,贵阳东,138
阜阳,合肥,138
灵丘,白涧,138
和硕,吐鲁番北,138
北京南,潍坊北,139
霍林郭勒,白音华南,139
武昌,宜昌东,139
鹰潭,新余,139
贵阳北,昆明,139
黄石,南昌,139
北京丰台,太原南,139
前锋,抚远,140
贵阳北,乐山,140
蕲春,南昌,140
内乡,桐柏,140
嘉兴,金华,140
韶关东,广州,140
桂林西,肇庆东,140
山海关,盘锦,140
奈曼,赤峰南,140
赤壁,长沙,140
日喀则,拉萨,141
金华,鹰潭,141
成都西,江油,141
库尔勒,库车,141
达州,紫阳,141
临沂东,胶州,142
杭州,宣城,142
蓝村,烟台,142
兖州,德州,142
靖州,怀化,142
滁州北,徐州,142
乌图美仁,格尔木,142
余姚,金华,142
贵阳,凯里,143
麻城,淮滨,143
抚远,前进镇,143
杭州,衢州,143
昆明南,普洱,144
查布嘎,通辽,144
西昌西,眉山,145
将乐,南昌,145
成都东,毕节,145
临沂东,蓝村,145
百色,昆明南,145
南充,成都西,145
四合永,赤峰南,145
北京朝阳,盘锦,146
怀化,安化,146
嫩江,加格达奇,146
承德,四合永,146
南京,上海,147
武隆,龙山北,147
北戴河,北京丰台,147
马兰,乌鲁木齐南,147
衡水,菏泽,147
汝州,济源,147
万州,达州,147
徐州,阜阳,147
锡林浩特,西乌旗,147
三门峡,渭南,147
沈阳,锦州,148
富锦,佳木斯,148
中宁,银川,148
湛江西,徐闻,148
鞍山,普兰店,148
西安北,兰州西,148
沙城,北京西,149
郑州,信阳,149
政和,福州,149
宣城,绩溪县,149
武夷山,鹰潭,149
青岛,济南,149
榆林,吕梁,150
曹县,阜阳,150
克拉玛依,乌鲁木齐,150
绥化,带岭,150
白山市,松江河,151
北京,秦皇岛,151
通辽,乾安,151
商丘南,聊城,152
经棚,大板,152
贵阳东,眉山东,152
白城,齐齐哈尔,152
绥德,定边,153
石家庄北,北京西,153
衢州,鹰潭,153
和硕,吐鲁番,153
广州南,阳朔,153
信阳,南阳,154
瓦房店,盘锦,154
昆明,师宗,154
海林,尚志,154
兰州西,古浪,154
宜昌东,襄阳,154
长沙南,桂林北,154
丹凤,镇平,154
西安北,绵阳,155
锦州,沈阳北,155
长春,白城,155
吉安,茶陵南,155
渭南,三门峡西,155
从江,怀集,155
风陵渡,三门峡西,156
吐鲁番北,焉耆,156
广元,略阳,156
彭水,重庆北,156
麻城,信阳,156
通道,融安,156
乌鲁木齐,马兰,156
重庆西,达州,157
襄阳,信阳,157
贵阳北,眉山东,157
凤县,宝鸡,157
秦皇岛,天津,157
惠阳,厦门北,157
潢川,合肥,157
乌兰,西宁,158
西安,灵宝,158
秦皇岛,锦州,158
德清西,芜湖,158
武威南,兰州西,158
西丰,沈阳北,158
达州,成都东,159
兰州,陇南,159
德令哈,海晏,159
梅河口,抚顺北,159
广州东,韶关东,159
绥德,太原,159
桐柏,西峡,160
沧州,泰山,160
辽中,兴城西,160
赣州,龙川,160
定边,吕梁,160
衡阳,洞口,160
郑州,汝州,160
衡阳,桂林北,160
宿州,阜阳,160
福州,延平东,161
哈密,玉门,161
北京丰台,宣化,161
佛山西,桂林西,161
南昌,三明北,162
南宁东,广州南,162
昆明,攀枝花南,162
陇县,咸阳,162
大明湖,沧州,163
襄阳,武昌,163
郑州,砀山,163
嘉峪关,柳园,163
蚌埠,阜阳,164
徐州,郑州,164
北京朝阳,沈阳北,164
北京朝阳,沈阳,164
古浪,兰州,164
洋河,盐城,165
石门县北,荆门,165
融安,靖州,166
福州,杭州东,166
鹰潭,吉安,166
长春,哈尔滨东,167
达州,安康,167
温州,缙云,167
兰州西,武威,167
风陵渡,三门峡,167
哈尔滨,齐齐哈尔,167
溆浦,娄底,168
徐州,南京,168
咸阳,天水,169
吐鲁番,焉耆,169
锦州,熊岳城,169
潢川,武昌,169
重庆北,襄阳东,170
镇远,怀化,170
六安,信阳,170
扎兰屯,大庆西,170
怀化,秀山,170
宣城,杭州南,171
石门县北,宜昌东,171
哈密,柳园,172
长春,新肇,172
关林,南阳,172
柯柯,饮马峡,172
北京,昌黎,172
牡丹江,鸡西,172
塔河,阿木尔,173
宝清,佳木斯,173
义马,孟塬,174
西安,天水,174
西安,三门峡西,174
天津,衡水,175
西昌西,成都南,175
吕梁,延安,175
枣庄西,禹城,175
德州,邹城,175
张家口,北京丰台,176
任丘,聊城,176
通辽,白城,176
广州南,桂林西,176
绥化,南岔,176
北安,绥化,176
长沙,桃源,176
广州南,桂林北,177
北京西,宣化,177
乌审旗,鄂尔多斯,177
花土沟,乌图美仁,177
鹤庆,昆明,177
贵阳北,成都南,177
沈阳北,公主岭,177
青岛北,临沂,177
宝丰,济源,177
尚志,牡丹江,178
六盘水,贵阳,178
天津,山海关,178
渭南,运城,178
麻城,南昌,178
山海关,沈阳北,179
北京南,青岛北,179
北京丰台,山海关,179
包头,榆林,180
昆明南,西双版纳,180
信阳,镇平,180
和田,叶城,181
齐齐哈尔,哈尔滨西,181
德州,北京,181
贵阳北,成都东,182
蚌埠,扬州,182
肇庆,茂名,182
双辽,白城,183
怀化,新化,184
南京,嘉兴,184
衡阳,娄底,185
南昌,武昌,185
商洛,南阳,185
铁力,汤原,186
三门峡,西安,186
承德,唐山北,186
酒泉,柳园,186
鄂州,南昌,187
洛阳,安阳,187
西安北,成都东,187
郑州,邢台,187
白河县,襄阳,187
福利区,武威,188
南京,宿州,188
郴州,株洲,188
三家店,张家口,189
临河,呼和浩特,189
成都西,潼南,189
吐鲁番北,库尔勒,189
鞍山,金州,189
齐齐哈尔,嫩江,190
杭州,芜湖,190
娄底,永州,190
济南,徐州,190
九江,鹰潭,192
开化,九江,192
青岛,北京南,192
北京南,南京南,193
上海,金华,193
大明湖,青岛北,194
怀化,冷水江东,194
韩城,西安,194
张家口,北京,195
都匀,金城江,195
武昌,长沙,196
加格达奇,塔河,196
宝丰,郑州,196
信阳,内乡,197
衡阳,韶关东,197
济源,鲁山,197
拉萨,那曲,197
抚州,新余,197
库尔勒,吐鲁番,198
阜阳,聊城,198
郑州东,万州北,198
酉阳,怀化,198
章丘,青岛北,199
北安,孙吴,199
伊宁,奎屯,199
芜湖,东至,199
新县,九江,199
永康南,温州,199
长沙,张家界西,199
怀集,都匀东,200
沈阳北,秦皇岛,200
昆明,丽江,201
中卫,白银西,201
扎兰屯,牙克石,201
张家口,北京西,201
秀山,涪陵,201
敦煌,嘉峪关,202
大明湖,天津西,202
西宁,德令哈,202
潼关,洛阳,202
鹰潭,株洲,203
九江,新余,203
海口,徐闻,204
郑州,石家庄,204
武威,中卫,204
兖州,沧州,205
长沙,郴州,205
玉林,柳州,205
绥中北,北京丰台,206
衡阳,怀化南,207
兰州,武威,207
九江,泰宁,207
北京丰台,聊城,207
安康,渭南,207
乌苏,伊宁,208
库尔勒,乌鲁木齐,208
鹰潭,萍乡,209
北京西,衡水,209
临沂,胶州,209
蓝村,淄博,209
讷河,大杨树,212
北京,山海关,213
南京,上海南,213
贵阳,重庆西,214
涞源,北京丰台,215
长沙,慈利,215
怀化,涟源,215
九江,衢州,216
河源,赣州,216
黔江,重庆北,216
南昌,井冈山,216
漯河,武昌,216
郴州,广州北,218
玉门,敦煌,219
信阳,合肥,220
天水,兰州,220
茂名西,肇庆,220
塔河,图强,220
兴义,百色,221
沈阳,通辽,221
南丹,贵阳,221
林西,桑根达来,222
广州南,武汉,222
米易东,成都南,222
石家庄,新乡,223
阜阳,武昌,223
平顶山,襄阳,224
徐州,德州,224
洛阳,渭南,225
南昌,株洲,225
西安,西峡,227
金华,宁波,228
重庆北,成都西,229
葫芦岛,唐山,229
齐齐哈尔,博克图,229
阜阳,九江,230
龙南,惠州,230
九江,将乐,230
沈阳,绥中北,230
聊城,天津,232
盐城,南通,232
额敏,克拉玛依,232
东莞东,韶关东,232
赣州,南昌,233
黔江,怀化,233
渭南,新安县,234
西宁,柯柯,234
襄阳,安康,235
中卫,金昌,236
安康,华山,236
九江,武昌,236
石家庄北,天津,237
莎车,墨玉,238
天津,泰山,239
许昌,武昌,240
上饶,杭州南,240
四平,白城,240
广州,郴州,240
凯里,怀化,241
佳木斯,庆安,242
景德镇北,金华,244
通辽,锦州,245
嘉峪关南,西宁,246
九江,吉安,247
杨陵,平凉,247
达州,成都西,248
襄阳,石门县北,249
锦州,唐山,250
怀化,娄底,251
衡阳,新余,251
沈阳,大连,252
郴州,广州东,253
赣州,进贤,254
太原,定边,255
衡阳,吉安,257
赣州,惠州,257
福海,克拉玛依,261
加格达奇,讷河,263
郑州,汉口,264
南阳,武昌,264
桑根达来,大板,264
临沂东,莱阳,265
衢州,黄石,267
哈尔滨,海林,267
阿克苏,阿图什,267
西安,榆林,268
洛阳,西安,269
沈阳北,唐山,270
荆门,武昌,270
双城堡,沈阳,271
惠州,梅州,271
武昌,十堰,271
北京丰台,灵丘,271
株洲,溆浦,273
广州南,都匀东,273
西昌西,成都西,274
乳山,潍坊,275
阿克苏,喀什,276
杭州,合肥,276
阜阳,衡水,276
厦门北,宁波,277
龙江,牙克石,277
嘉峪关南,哈密,278
郑州,武昌,279
茂名西,佛山,279
哈尔滨东,牡丹江,279
赣州,鹰潭,279
沧州,徐州,279
景泰,兰州,279
长沙,松滋,281
洛阳,石家庄,281
南阳,郑州,282
华山,郑州,282
西宁,茶卡,283
北京,大明湖,286
绥化,佳木斯,288
乌鲁木齐,焉耆,288
淄博,烟台,288
贵阳,玉屏,289
西安,南阳,289
乌鲁木齐,伊宁,289
尼勒克,奎屯,290
临沂东,桃村,291
沈阳北,唐山北,292
万州,宜昌东,293
郴州,东莞东,294
南昌,阜阳,294
江油,陇南,295
中卫,吕梁,296
兰州,中卫,297
库尔勒,若羌,297
哈尔滨,沈阳北,298
黄石,金华,298
广元,成都西,298
柳州,通道,298
永州,株洲,300
当阳,益阳,302
济南,桃村,307
德州,枣庄西,307
疏勒河,哈密,308
贵阳北,广州南,308
宝鸡,兰州,308
韶关东,长沙,308
衢州,武昌,309
宜昌东,重庆北,310
荆门,张家界,311
九江,芜湖,311
吉安,衢州,313
湛江西,海口,314
延安,太原,314
上饶,萍乡,315
贵阳东,广州南,315
衡阳,广州北,315
哈密,吐鲁番,315
牙克石,齐齐哈尔,315
乳山,青州市,315
北京丰台,承德,316
郑州,灵宝,316
奎屯,福海,318
渭南,郑州,320
张掖,兰州西,320
怀化,武隆,320
南京,商丘,320
韶关东,株洲,321
嘉峪关,哈密,323
长沙南,邯郸东,324
盘锦,滦县,324
阜阳,任丘,326
锦州,天津,329
隆化,北京,332
齐齐哈尔,免渡河,335
丹凤,信阳,336
长沙南,邢台东,336
衡阳,广州,337
兰州,张掖,337
赣州,广州,337
株洲,怀化,340
广元,兰州,342
北京,沈阳北,343
天津,徐州,343
吉安,龙岩,343
南昌,衡阳,344
北京西,郑州,346
鹰潭,长沙,347
南昌,娄底,347
株洲,上饶,347
天津,沈阳北,349
融安,怀化,349
渑池,渭南,350
赣州,九江,350
西安,郑州,352
武昌,金华,352
北京,锦州,353
荆门,长沙,353
株洲,金华,354
鹰潭,茶陵南,354
聊城,黄州,354
靖州,柳州,358
长沙南,石家庄,359
额敏,奎屯,360
衡阳,广州东,360
绥化,美溪,360
西宁,格尔木,360
信阳,九江,361
宜昌东,长沙,362
长沙,怀化,362
唐河,西安,365
南昌,金华,366
延安,安康,369
菏泽,九江,371
中卫,太原,373
鹰潭,娄底,376
渭南西,唐河,378
郑州,襄阳,379
大庆西,牙克石,380
重庆北,铜仁,380
贵阳,怀化,381
广州东,大余,383
德州,南京,385
延吉,吉林,385
吉安,醴陵,387
徐州,北京丰台,390
株洲,吉安,391
佳木斯,洪河,393
北京丰台,阜阳,405
衡阳,鹰潭,407
徐州,北京,409
滦县,瓦房店,414
泰和,龙岩,415
安达,牙克石,417
镇安,洛阳,420
深圳东,衡阳,420
蜀河,武昌,421
长沙,广州北,422
冠豸山,南昌,422
郑州东,广州南,429
黄石,嘉兴,430
南京,沧州,433
萍乡,怀化,435
宜春,金华,440
北京,四合永,441
郑州,无锡,444
广州,长沙,445
孝感,石家庄,446
衡水,南京,446
怀化,衡阳,451
四平,北京,452
赣州,金华,453
台州西,深圳北,454
安康,武昌,459
怀化南,涪陵,459
黄州,肃宁,462
广州东,长沙,465
阜阳,吉安,468
兰州,咸阳,470
重庆西,铜仁,472
格尔木,安多,480
牙克石,哈尔滨西,480
西安,桐柏,481
兰州,西安,481
汉口,石家庄,482
宜春,怀化,484
潮汕,杭州东,487
上饶,福州,488
黔江,衡阳,489
乌鲁木齐,福海,490
南京,天津西,491
石家庄,武昌,493
长春,北京,495
北京,明光,500
库尔勒,阿克苏,507
宁波,深圳北,510
九江,衡水,512
长沙,衢州,514
秦皇岛,哈尔滨,521
新余,杭州南,524
广州南,石家庄,532
西安,石家庄,547
哈尔滨,唐山北,551
赣州,阜阳,573
格尔木,那曲,585
北京,哈尔滨西,611
郑州,安康,612
哈尔滨,北京,614
武昌,广州北,644
北京西,武昌,651
南京,渭南,664
乌鲁木齐,喀什,690
重庆北,衡阳,693
北京西,西安,697
上饶,三明,741
金华,广州东,798
格尔木,拉萨,806
